U               I
-1.48000E+0002  7.68000E+0000
-1.34000E+0002  7.75000E+0000
-1.17000E+0002  7.79000E+0000
-1.13000E+0002  7.84000E+0000
-1.03000E+0002  7.88000E+0000
-9.90000E+0001  7.91000E+0000
-8.60000E+0001  7.96000E+0000
-7.90000E+0001  8.00000E+0000
-6.90000E+0001  8.04000E+0000
-6.60000E+0001  8.05000E+0000
-5.70000E+0001  8.11000E+0000
-4.20000E+0001  8.13000E+0000
-3.50000E+0001  8.21000E+0000
-2.20000E+0001  8.25000E+0000
-1.60000E+0001  8.28000E+0000
-0.00000E+0000  8.32000E+0000
 0.00000E+0000  8.36000E+0000
 0.00000E+0000  8.35000E+0000
 0.00000E+0000  8.36000E+0000
-0.00000E+0000  8.35000E+0000
